Age,Gender,Home Region,Program Main Category Code,Program Skill Level,Program Presentation Method,Program Days,Completed Degree,Level of Education,Education Speaciality,Employment Status,Y,During Ramadan
20.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Art and Design,طالب,0,False
24.0,ذكر,منطقة مكة المكرمة,Cybersecurity,مبتدئ,عن بعد,19,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
28.0,أنثى,منطقة الرياض,AI & Robotics,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
37.0,ذكر,المنطقة الشرقية,Cybersecurity,متقدم,حضوري,40,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
32.0,ذكر,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
27.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,ذكر,منطقة الرياض,AI & Robotics,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,أنثى,منطقة الرياض,Software Engineering,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
24.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
25.0,أنثى,منطقة عسير,Cloud Fundamentals,مبتدئ,عن بعد,5,لا,البكالوريوس,Computer Science and IT,خريج,1,True
22.0,ذكر,منطقة مكة المكرمة,Cloud Fundamentals,متوسط,حضوري,26,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
23.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,1,False
24.0,أنثى,منطقة مكة المكرمة,AI and ML,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
29.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
34.0,ذكر,منطقة مكة المكرمة,Cybersecurity,متوسط,عن بعد,173,نعم,الماجستير,Computer Science and IT,خريج,1,False
23.0,ذكر,منطقة مكة المكرمة,Cloud Fundamentals,مبتدئ,عن بعد,5,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
27.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,other,غير موظف,0,True
33.0,أنثى,منطقة الرياض,Cybersecurity,متوسط,عن بعد,12,نعم,البكالوريوس,Sciences,غير موظف,0,False
30.0,ذكر,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
34.0,أنثى,منطقة الرياض,Data Science,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,True
23.0,أنثى,منطقة مكة المكرمة,AI and ML,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
24.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,عن بعد,19,لا,البكالوريوس,Computer Science and IT,موظف,1,False
31.0,أنثى,منطقة الرياض,Data Science,متوسط,حضوري,54,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
38.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,الدبلوم,Computer Science and IT,موظف,0,False
34.0,ذكر,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,5,نعم,الدكتوراه,Computer Science and IT,موظف,0,False
21.0,أنثى,المنطقة الشرقية,Cybersecurity,مبتدئ,عن بعد,5,لا,البكالوريوس,Computer Science and IT,طالب,1,False
29.0,أنثى,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,البكالوريوس,Art and Design,موظف,0,False
33.0,أنثى,منطقة الرياض,AI and ML,مبتدئ,حضوري,5,نعم,البكالوريوس,Sciences,موظف,0,False
26.0,أنثى,منطقة الرياض,Data Science,متوسط,حضوري,54,لا,البكالوريوس,Computer Science and IT,غير موظف,0,False
22.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
23.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,ثانوي,Computer Science and IT,خريج,0,False
27.0,أنثى,منطقة الرياض,AI and ML,متوسط,حضوري,4,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
23.0,ذكر,منطقة الرياض,Cybersecurity,متقدم,حضوري,5,لا,البكالوريوس,Computer Science and IT,غير موظف,0,False
24.0,ذكر,المنطقة الشرقية,AI and ML,مبتدئ,حضوري,19,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
23.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,لا,البكالوريوس,Computer Science and IT,خريج,0,False
21.0,أنثى,منطقة مكة المكرمة,Cloud Fundamentals,متوسط,حضوري,26,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
37.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,الماجستير,Humanities and Social Sciences,غير موظف,0,False
23.0,أنثى,منطقة الرياض,AI and ML,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,لا,البكالوريوس,Engineering,موظف,1,False
21.0,أنثى,منطقة الرياض,AI and ML,متوسط,حضوري,26,نعم,البكالوريوس,Computer Science and IT,موظف - طالب,0,False
26.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,1,False
47.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,الماجستير,Sciences,موظف,0,False
24.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,لا,البكالوريوس,Computer Science and IT,خريج,1,False
20.0,ذكر,المنطقة الشرقية,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,ثانوي,Computer Science and IT,طالب,0,False
25.0,أنثى,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,5,نعم,البكالوريوس,Business and Management,موظف,0,False
38.0,أنثى,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,5,لا,الماجستير,Business and Management,موظف,0,True
23.0,أنثى,منطقة الرياض,Cybersecurity,متقدم,حضوري,5,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
24.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,الدبلوم,Computer Science and IT,طالب,0,False
27.0,أنثى,منطقة الرياض,Game Development,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
41.0,ذكر,منطقة الرياض,AI & Robotics,متقدم,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
27.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Engineering,موظف,0,False
28.0,أنثى,منطقة الرياض,AI and ML,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,ذكر,المنطقة الشرقية,AI and ML,متوسط,حضوري,26,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
19.0,أنثى,منطقة الرياض,Quality Assurance,متوسط,حضوري,40,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,ذكر,منطقة الرياض,Data Science,متقدم,حضوري,44,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
30.0,أنثى,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,5,نعم,الدبلوم,Computer Science and IT,غير موظف,0,False
34.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,أنثى,منطقة عسير,AI and ML,متوسط,عن بعد,12,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
21.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
22.0,ذكر,منطقة الرياض,AI and ML,متوسط,حضوري,59,لا,البكالوريوس,Computer Science and IT,خريج,1,False
27.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,نعم,البكالوريوس,Sciences,موظف,0,False
44.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,عن بعد,5,نعم,الدبلوم,Computer Science and IT,موظف,0,False
33.0,ذكر,منطقة الرياض,Game Development,متوسط,حضوري,5,نعم,الماجستير,Computer Science and IT,موظف,0,False
24.0,أنثى,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,26,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
23.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
29.0,ذكر,منطقة الرياض,Cybersecurity,متقدم,حضوري,19,نعم,البكالوريوس,Engineering,موظف,1,False
37.0,أنثى,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,5,نعم,الماجستير,Computer Science and IT,موظف,0,False
23.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
41.0,ذكر,منطقة الرياض,AI and ML,متوسط,عن بعد,5,لا,الماجستير,Computer Science and IT,موظف,1,True
28.0,أنثى,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,5,نعم,البكالوريوس,Sciences,غير موظف,0,True
23.0,ذكر,منطقة الرياض,Data Science,متوسط,حضوري,54,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
23.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,نعم,البكالوريوس,Sciences,غير موظف,0,False
26.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Business and Management,موظف,0,False
33.0,ذكر,منطقة الرياض,AI & Robotics,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
21.0,أنثى,المنطقة الشرقية,Cloud Fundamentals,مبتدئ,عن بعد,5,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
26.0,أنثى,منطقة الرياض,AI and ML,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
25.0,أنثى,منطقة مكة المكرمة,Cloud Fundamentals,متوسط,حضوري,54,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
21.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,طالب,0,True
29.0,أنثى,منطقة الرياض,Cloud Fundamentals,متقدم,عن بعد,26,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
19.0,ذكر,منطقة الرياض,AI and ML,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
37.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,عن بعد,54,نعم,الماجستير,Computer Science and IT,موظف,0,False
25.0,ذكر,منطقة الرياض,Game Development,متوسط,حضوري,5,نعم,البكالوريوس,Health Sciences,موظف,0,False
25.0,ذكر,المنطقة الشرقية,Cloud Fundamentals,مبتدئ,عن بعد,5,لا,البكالوريوس,Computer Science and IT,موظف,1,True
27.0,أنثى,منطقة الرياض,AI & Robotics,مبتدئ,حضوري,5,لا,الماجستير,Art and Design,خريج,1,False
35.0,ذكر,منطقة الرياض,Data Science,متقدم,حضوري,33,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
34.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
23.0,أنثى,منطقة المدينة المنورة,AI and ML,متوسط,حضوري,5,لا,البكالوريوس,Computer Science and IT,طالب,1,False
35.0,ذكر,منطقة الرياض,Data Science,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
33.0,ذكر,منطقة الرياض,AI & Robotics,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
44.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,لا,البكالوريوس,Computer Science and IT,موظف,1,False
24.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
22.0,ذكر,منطقة مكة المكرمة,Cloud Fundamentals,متوسط,حضوري,54,لا,البكالوريوس,Computer Science and IT,غير موظف,0,False
49.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,لا,الماجستير,Engineering,موظف,1,False
23.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,حضوري,5,لا,البكالوريوس,Computer Science and IT,خريج,1,False
25.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
36.0,ذكر,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,54,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
21.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
24.0,أنثى,منطقة الرياض,Software Engineering,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
29.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,10,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,أنثى,منطقة الرياض,AI and ML,مبتدئ,حضوري,19,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
